"Cercado.x" "ID" "OLD_Chl" "OLD_Chl_sd" "OLD_Flav" "OLD_Flav_sd" "OLD_Anth" "OLD_Anth_sd" "OLD_NBI" "OLD_NBI_sd" "NEW_Chl" "NEW_Chl_sd" "NEW_Flav" "NEW_Flav_sd" "NEW_Anth" "NEW_Anth_sd" "NEW_NBI" "NEW_NBI_sd" "Year" "Full_ID" "Specie"
"372" "A" "115QIBIS" "30.634" "4.1109999999999998" "2.0390000000000001" "3.9E-2" "0.22700000000000001" "3.3000000000000002E-2" "15.0429999999999" "2.2170000000000001" 10.632 "9.0999999999999998E-2" "2.1960000000000002" "1.09999999999999E-2" "0.49299999999999899" "0.01" "4.8419999999999899" "1.7000000000000001E-2" "2024" "24_QM_A_115QIBIS" "QI"
"373" "A" "119CL" NA NA NA NA NA NA NA NA 32.928 "3.605" "1.806" "2.7E-2" "0.27800000000000002" "1.9E-2" "18.224" "1.8720000000000001" "2024" "24_QM_A_119CL" "CL"
"374" "A" "121CL" "28.76" "8.577" "2.15099999999999" "6.0000000000000001E-3" "0.32600000000000001" "8.5999999999999896E-2" "13.366" "3.9529999999999901" 38.509 "2.895" "1.845" "6.6000000000000003E-2" "0.23100000000000001" "0.01" "20.8919999999999" "1.819" "2024" "24_QM_A_121CL" "CL"
"375" "A" "123CL" "25.654" "3.2160000000000002" "2.0489999999999902" "7.1999999999999897E-2" "0.36199999999999899" "2.4E-2" "12.509" "1.3480000000000001" 34.6 "2.798" "1.865" "3.4000000000000002E-2" "0.24299999999999899" "0.02" "18.565000000000001" "1.7110000000000001" "2024" "24_QM_A_123CL" "CL"
"376" "A" "129QI" "30.983000000000001" "4.8899999999999997" "1.97" "0.13100000000000001" "0.251" "2.5000000000000001E-2" "15.798" "2.968" NA NA NA NA NA NA NA NA "2024" "24_QM_A_129QI" "QI"
"377" "A" "131CL" "32.106999999999999" "5.968" "2.125" "4.9000000000000002E-2" "0.41599999999999898" "0.183" "15.074" "2.51799999999999" 35.104 "1.8640000000000001" "1.887" "3.2000000000000001E-2" "0.24099999999999899" "4.0000000000000001E-3" "18.600000000000001" "0.84399999999999897" "2024" "24_QM_A_131CL" "CL"
"378" "A" "141CLBIS" "29.741" "5.0759999999999996" "2.145" "0.157" "0.33300000000000002" "6.6000000000000003E-2" "13.835000000000001" "1.9510000000000001" 31.385 "2.0670000000000002" "1.9530000000000001" "3.3000000000000002E-2" "0.27600000000000002" "2.1000000000000001E-2" "16.074999999999999" "1.1220000000000001" "2024" "24_QM_A_141CLBIS" "CL"
"379" "A" "142QIBIS" "31.663" "2.0990000000000002" "2.0070000000000001" "6.4000000000000001E-2" "0.24199999999999899" "1.7000000000000001E-2" "15.794" "1.2869999999999899" NA NA NA NA NA NA NA NA "2024" "24_QM_A_142QIBIS" "QI"
"380" "A" "148QI" "23.456" "6.0220000000000002" "1.9339999999999899" "3.6999999999999901E-2" "0.312" "4.2000000000000003E-2" "12.1069999999999" "2.9580000000000002" 10.977 "0.83699999999999997" "2.0169999999999901" "0.128" "0.56399999999999895" "0.05" "5.4649999999999901" "0.63500000000000001" "2024" "24_QM_A_148QI" "QI"
"381" "A" "153QI" "28.518999999999998" "3.0680000000000001" "2.0030000000000001" "1.09999999999999E-2" "0.243999999999999" "1.9E-2" "14.243" "1.5580000000000001" 22.368 "2.5379999999999998" "1.7809999999999899" "0.29699999999999899" "0.27300000000000002" "1.6E-2" "12.647" "0.874" "2024" "24_QM_A_153QI" "QI"
"382" "A" "154QI" "35.325000000000003" "2.6509999999999998" "1.903" "1.9E-2" "0.23599999999999899" "0.01" "18.561" "1.371" 22.571 "2.6989999999999998" "1.93599999999999" "7.0000000000000007E-2" "0.29099999999999898" "1.6E-2" "11.632" "1.014" "2024" "24_QM_A_154QI" "QI"
"383" "A" "155QI" "39.286999999999999" "2.9710000000000001" "1.972" "3.7999999999999902E-2" "0.222" "2.1000000000000001E-2" "19.9149999999999" "1.379" 18.016 "5.3140000000000001" "2.13099999999999" "4.2000000000000003E-2" "0.41099999999999898" "0.11" "8.4659999999999904" "2.5169999999999901" "2024" "24_QM_A_155QI" "QI"
"384" "A" "156QI" "35.887" "1.742" "1.94" "0.102999999999999" "0.224" "0.01" "18.513000000000002" "0.59399999999999897" 18.674 "7.3449999999999998" "2.0920000000000001" "9.09999999999999E-2" "0.38200000000000001" "9.7000000000000003E-2" "8.9030000000000005" "3.4750000000000001" "2024" "24_QM_A_156QI" "QI"
"385" "A" "157QI" "38.866" "3.2069999999999999" "1.9750000000000001" "4.1000000000000002E-2" "0.23499999999999899" "2.5000000000000001E-2" "19.684000000000001" "1.625" 26.692 "4.7140000000000004" "1.9370000000000001" "5.89999999999999E-2" "0.34599999999999898" "5.7000000000000002E-2" "13.795" "2.573" "2024" "24_QM_A_157QI" "QI"
"386" "A" "159QIBIS" "37.558" "4.3179999999999996" "2" "2.5999999999999902E-2" "0.24299999999999899" "1.7999999999999901E-2" "18.760000000000002" "1.915" 26.646 "2.9159999999999999" "1.982" "3.2000000000000001E-2" "0.436" "5.3999999999999902E-2" "13.458" "1.5740000000000001" "2024" "24_QM_A_159QIBIS" "QI"
"387" "A" "160QI" "38.74" "3.2589999999999999" "1.9590000000000001" "3.5000000000000003E-2" "0.214" "1.7999999999999901E-2" "19.806999999999899" "1.994" 19.633 "6.9560000000000004" "2.0529999999999902" "9.6000000000000002E-2" "0.36" "6.7000000000000004E-2" "9.6359999999999904" "3.738" "2024" "24_QM_A_160QI" "QI"
"388" "A" "161QI" "43" "2.87" "1.8460000000000001" "6.9000000000000006E-2" "0.19800000000000001" "3.59999999999999E-2" "23.338000000000001" "2.0390000000000001" 12.736 "2" "2.165" "2.8000000000000001E-2" "0.42599999999999899" "1.7000000000000001E-2" "5.8739999999999899" "0.84399999999999897" "2024" "24_QM_A_161QI" "QI"
"389" "B" "166QI" "22.844000000000001" "1.3520000000000001" "2.0920000000000001" "4.7E-2" "0.36499999999999899" "5.5E-2" "10.916" "0.52" 19.915 "1.522" "2.089" "4.2999999999999899E-2" "0.39900000000000002" "1.09999999999999E-2" "9.5269999999999904" "0.54100000000000004" "2024" "24_QM_B_166QI" "QI"
"390" "B" "167CL" "38.146000000000001" "1.7410000000000001" "2.14299999999999" "7.49999999999999E-2" "0.3" "2.4E-2" "17.800999999999899" "0.53100000000000003" 30.985 "1.8140000000000001" "1.853" "8.0000000000000002E-3" "0.26800000000000002" "1.7000000000000001E-2" "16.7229999999999" "0.95899999999999896" "2024" "24_QM_B_167CL" "CL"
"391" "B" "168QI" "28.597999999999999" "2.411" "2.012" "4.39999999999999E-2" "0.28299999999999897" "2.7E-2" "14.211" "1.0860000000000001" 22.102 "1.8" "2.0529999999999902" "0.03" "0.32600000000000001" "5.0000000000000001E-3" "10.7639999999999" "0.81200000000000006" "2024" "24_QM_B_168QI" "QI"
"392" "B" "171QI" "26.728999999999999" "1.6359999999999999" "2.0369999999999902" "4.2000000000000003E-2" "0.35199999999999898" "0.02" "13.12" "0.73899999999999899" 22.171 "0.746" "2.0499999999999901" "1.4E-2" "0.499" "7.9000000000000001E-2" "10.815" "0.40200000000000002" "2024" "24_QM_B_171QI" "QI"
"393" "B" "172CL" "30.231000000000002" "2.8039999999999998" "2.008" "0.151" "0.34" "6.8000000000000005E-2" "15.18" "2.536" 40.449 "2.4460000000000002" "1.8779999999999899" "2.9000000000000001E-2" "0.24099999999999899" "0.02" "21.532" "0.97299999999999898" "2024" "24_QM_B_172CL" "CL"
"394" "B" "175QI" "31.824000000000002" "5.8220000000000001" "1.9970000000000001" "1.7999999999999901E-2" "0.28899999999999898" "3.1E-2" "15.923" "2.8039999999999901" 15.269 "0.66300000000000003" "2.03399999999999" "1.2999999999999901E-2" "0.54400000000000004" "4.0000000000000001E-3" "7.5049999999999901" "0.27700000000000002" "2024" "24_QM_B_175QI" "QI"
"395" "B" "176CL" "26.178999999999998" "2.234" "2.246" "0.13200000000000001" "0.39900000000000002" "5.7000000000000002E-2" "11.65" "0.54600000000000004" 33.461 "2.5379999999999998" "1.887" "4.1000000000000002E-2" "0.27700000000000002" "8.9999999999999906E-3" "17.745999999999899" "1.4570000000000001" "2024" "24_QM_B_176CL" "CL"
"396" "B" "177QI" "48.756999999999998" "2.694" "2.03399999999999" "3.1E-2" "0.217" "0.02" "23.972000000000001" "1.4079999999999899" 32.953 "4.5289999999999999" "2.0499999999999901" "0.03" "0.28399999999999898" "3.4000000000000002E-2" "16.100000000000001" "2.4489999999999901" "2024" "24_QM_B_177QI" "QI"
"397" "B" "178QI" "37.158999999999999" "2.2989999999999999" "2.0510000000000002" "4.2000000000000003E-2" "0.25600000000000001" "3.5000000000000003E-2" "18.114000000000001" "0.95199999999999896" 21.689 "8.1820000000000004" "2.0880000000000001" "2.1000000000000001E-2" "0.40899999999999898" "7.6999999999999902E-2" "10.409000000000001" "4.0110000000000001" "2024" "24_QM_B_178QI" "QI"
"398" "B" "179QI" "35.119" "3.956" "2.016" "4.2999999999999899E-2" "0.27400000000000002" "2.5999999999999902E-2" "17.431999999999899" "2.0920000000000001" 26.296 "2.69" "2.08" "1.6E-2" "0.30099999999999899" "2.5000000000000001E-2" "12.645" "1.2889999999999899" "2024" "24_QM_B_179QI" "QI"
"399" "B" "182QI" "26.751000000000001" "2.1579999999999999" "2.101" "2.7E-2" "0.29799999999999899" "1.4999999999999901E-2" "12.736000000000001" "1.0860000000000001" NA NA NA NA NA NA NA NA "2024" "24_QM_B_182QI" "QI"
"400" "B" "184CL" "25.361000000000001" "2.56" "2.109" "2.1999999999999902E-2" "0.434" "0.02" "12.02" "1.1120000000000001" 35.242 "1.3939999999999999" "1.847" "3.5000000000000003E-2" "0.27600000000000002" "0.01" "19.088999999999899" "0.996" "2024" "24_QM_B_184CL" "CL"
"401" "B" "185CL" "23.84" "1.679" "2.1110000000000002" "0.104" "0.42399999999999899" "0.14599999999999899" "11.3279999999999" "1.355" 36.463 "2.6760000000000002" "1.9079999999999899" "2.3E-2" "0.26400000000000001" "1.2E-2" "19.12" "1.5289999999999899" "2024" "24_QM_B_185CL" "CL"
"402" "B" "187QI" "16.940000000000001" "1.135" "2.1120000000000001" "6.3E-2" "0.39200000000000002" "3.7999999999999902E-2" "8.0239999999999903" "0.55200000000000005" 29.792 "2.9929999999999999" "2.0960000000000001" "3.9E-2" "0.248" "2.1000000000000001E-2" "14.2129999999999" "1.359" "2024" "24_QM_B_187QI" "QI"
"403" "B" "189QI" "36.884" "7.1859999999999999" "2.1139999999999901" "9.7000000000000003E-2" "0.312" "4.1000000000000002E-2" "17.405999999999899" "3.1240000000000001" 9.45 "1.7370000000000001" "2.141" "7.1999999999999897E-2" "0.62" "6.6000000000000003E-2" "4.4109999999999898" "0.78200000000000003" "2024" "24_QM_B_189QI" "QI"
"404" "B" "190QI" "37.218000000000004" "2.6709999999999998" "2.0270000000000001" "2.4E-2" "0.23300000000000001" "8.9999999999999906E-3" "18.367000000000001" "1.375" 19.481 "1.4750000000000001" "2.0819999999999901" "2.1999999999999902E-2" "0.368999999999999" "2.1000000000000001E-2" "9.3539999999999903" "0.629" "2024" "24_QM_B_190QI" "QI"
"405" "B" "191QI" "30.768000000000001" "6.7069999999999999" "2.0430000000000001" "6.5000000000000002E-2" "0.25700000000000001" "4.4999999999999998E-2" "15.095000000000001" "3.48" 10.715 "1.7809999999999999" "2.1139999999999999" "7.6999999999999999E-2" "0.46600000000000003" "5.0999999999999997E-2" "5.0679999999999996" "0.81799999999999995" "2024" "24_QM_B_191QI" "QI"
"406" "B" "192QI" "32.631999999999998" "3.2519999999999998" "2.0550000000000002" "0.04" "0.26" "1.4999999999999999E-2" "15.882" "1.5589999999999999" 16.273 "2.649" "2.04" "5.3999999999999999E-2" "0.375" "3.5999999999999997E-2" "7.9779999999999998" "1.3049999999999999" "2024" "24_QM_B_192QI" "QI"
"407" "B" "193QI" "44.201999999999998" "5.1550000000000002" "1.9990000000000001" "0.26400000000000001" "0.26600000000000001" "4.5999999999999999E-2" "22.425999999999998" "3.7650000000000001" 24.868 "1.9370000000000001" "2.0609999999999999" "4.1000000000000002E-2" "0.46300000000000002" "5.1999999999999998E-2" "12.074999999999999" "1.111" "2024" "24_QM_B_193QI" "QI"
"408" "B" "194QI" "30.55" "2.76" "2.0870000000000002" "3.9E-2" "0.26600000000000001" "2.4E-2" "14.638" "1.2969999999999999" NA NA NA NA NA NA NA NA "2024" "24_QM_B_194QI" "QI"
"409" "B" "195QI" "29.329000000000001" "4.8360000000000003" "2.024" "5.1999999999999998E-2" "0.316" "7.5999999999999998E-2" "14.455" "2.0150000000000001" 13.938 "6.8380000000000001" "2.1120000000000001" "0.14299999999999999" "0.55000000000000004" "0.128" "6.6040000000000001" "3.2639999999999998" "2024" "24_QM_B_195QI" "QI"
"410" "B" "196QI" "30.431999999999999" "3.653" "2.052" "1.9E-2" "0.253" "1.7999999999999999E-2" "14.821999999999999" "1.7" NA NA NA NA NA NA NA NA "2024" "24_QM_B_196QI" "QI"
"411" "B" "197QI" "26.594999999999999" "4.7839999999999998" "1.9419999999999999" "0.28399999999999997" "0.34699999999999998" "4.5999999999999999E-2" "13.759" "2.081" 16.107 "2.8149999999999999" "2.2109999999999999" "4.3999999999999997E-2" "0.53400000000000003" "0.06" "7.3040000000000003" "1.37" "2024" "24_QM_B_197QI" "QI"
"412" "B" "198QI" "22.373000000000001" "2.6720000000000002" "2.0499999999999998" "3.4000000000000002E-2" "0.35699999999999998" "3.4000000000000002E-2" "10.901" "1.135" 11.967 "2.0840000000000001" "2.1019999999999999" "5.6000000000000001E-2" "0.55800000000000005" "6.8000000000000005E-2" "5.7130000000000001" "1.0920000000000001" "2024" "24_QM_B_198QI" "QI"
"413" "B" "221CL" "40.877000000000002" "4.2220000000000004" "2.1259999999999999" "0.05" "0.309" "3.2000000000000001E-2" "19.225999999999999" "1.9259999999999999" 39.781 "7.242" "1.91" "5.8999999999999997E-2" "0.24099999999999999" "1.0999999999999999E-2" "20.821000000000002" "3.7450000000000001" "2024" "24_QM_B_221CL" "CL"
"414" "B" "222CL" "31.841000000000001" "3.5179999999999998" "2.266" "0.22800000000000001" "0.34300000000000003" "5.1999999999999998E-2" "14.138" "1.798" 32.923 "4.5990000000000002" "1.94" "2.3E-2" "0.25600000000000001" "2.7E-2" "16.977" "2.383" "2024" "24_QM_B_222CL" "CL"
"415" "B" "223CL" "31.937999999999999" "2.0510000000000002" "2.0110000000000001" "3.9E-2" "0.36199999999999999" "4.9000000000000002E-2" "15.875" "0.81699999999999995" 36.729 "2.9820000000000002" "1.9590000000000001" "5.1999999999999998E-2" "0.26300000000000001" "4.0000000000000001E-3" "18.75" "1.387" "2024" "24_QM_B_223CL" "CL"
"416" "B" "226CL" "23.172999999999998" "3.448" "2.09" "6.9000000000000006E-2" "0.46100000000000002" "5.1999999999999998E-2" "11.098000000000001" "1.7410000000000001" 32.789 "3.4980000000000002" "1.9419999999999999" "0.1" "0.27800000000000002" "1.7999999999999999E-2" "16.885999999999999" "1.6359999999999999" "2024" "24_QM_B_226CL" "CL"
"417" "B" "232CL" "29.097000000000001" "3.02" "2.1280000000000001" "0.13200000000000001" "0.40500000000000003" "2.4E-2" "13.736000000000001" "1.849" 33.216 "3.4729999999999999" "1.865" "5.8000000000000003E-2" "0.27400000000000002" "1.7999999999999999E-2" "17.875" "2.3919999999999999" "2024" "24_QM_B_232CL" "CL"
"418" "C" "234CL" "26.213999999999999" "4.5049999999999999" "2.1720000000000002" "0.13200000000000001" "0.34799999999999998" "7.0000000000000007E-2" "12.092000000000001" "2.0779999999999998" 29.706 "2.2410000000000001" "1.9379999999999999" "8.3000000000000004E-2" "0.28699999999999998" "1.7999999999999999E-2" "15.387" "1.7949999999999999" "2024" "24_QM_C_234CL" "CL"
"419" "C" "235CL" "24.65" "5.2409999999999997" "2.056" "0.14599999999999999" "0.34100000000000003" "3.2000000000000001E-2" "11.928000000000001" "1.7" 33.651 "5.5010000000000003" "1.996" "4.2999999999999997E-2" "0.27600000000000002" "0.02" "16.856999999999999" "2.69" "2024" "24_QM_C_235CL" "CL"
"420" "C" "240QI" "38.405999999999999" "5.7160000000000002" "1.9890000000000001" "0.1" "0.372" "9.4E-2" "19.364000000000001" "3.0569999999999999" 33.412 "4.7290000000000001" "2.0710000000000002" "0.04" "0.26100000000000001" "2.3E-2" "16.152000000000001" "2.4089999999999998" "2024" "24_QM_C_240QI" "QI"
"421" "C" "242CL" "24.832999999999998" "4.6500000000000004" "2.1429999999999998" "0.11799999999999999" "0.36499999999999999" "4.2999999999999997E-2" "11.544" "1.825" 30.869 "2.742" "1.9370000000000001" "1.0999999999999999E-2" "0.27" "1.9E-2" "15.939" "1.4359999999999999" "2024" "24_QM_C_242CL" "CL"
"422" "C" "249CL" "39.271000000000001" "0.75900000000000001" "2.1880000000000002" "8.8999999999999996E-2" "0.313" "2.4E-2" "17.969000000000001" "0.88100000000000001" 34.099 "1.754" "1.9490000000000001" "3.3000000000000002E-2" "0.26400000000000001" "1.2999999999999999E-2" "17.504000000000001" "0.96799999999999997" "2024" "24_QM_C_249CL" "CL"
"423" "A" "24CL" "21.927" "1.3420000000000001" "2.1579999999999999" "2.1000000000000001E-2" "0.51800000000000002" "4.9000000000000002E-2" "10.157" "0.52300000000000002" 30.947 "0.81200000000000006" "1.954" "0.02" "0.28699999999999998" "0.02" "15.837999999999999" "0.54400000000000004" "2024" "24_QM_A_24CL" "CL"
"424" "C" "253CL" "29.428000000000001" "3.444" "2.1760000000000002" "0.14599999999999999" "0.34899999999999998" "3.5999999999999997E-2" "13.614000000000001" "2.1640000000000001" 32.418 "3.19" "2.016" "4.2999999999999997E-2" "0.27900000000000003" "1.2999999999999999E-2" "16.062999999999999" "1.3420000000000001" "2024" "24_QM_C_253CL" "CL"
"425" "C" "255CL" "35.707999999999998" "2.4790000000000001" "2.323" "8.7999999999999995E-2" "0.255" "1.7000000000000001E-2" "15.406000000000001" "1.5960000000000001" 43.477 "4.1100000000000003" "1.9079999999999999" "5.1999999999999998E-2" "0.22" "1.7000000000000001E-2" "22.829000000000001" "2.58" "2024" "24_QM_C_255CL" "CL"
"426" "C" "256CL" "25.064" "2.778" "2.085" "0.20100000000000001" "0.33" "6.0999999999999999E-2" "12.148" "2.1419999999999999" 30.673 "3.5680000000000001" "1.9379999999999999" "3.7999999999999999E-2" "0.27400000000000002" "0.04" "15.835000000000001" "1.883" "2024" "24_QM_C_256CL" "CL"
"427" "C" "259CL" "30.555" "4.367" "2.0979999999999999" "0.128" "0.34799999999999998" "4.5999999999999999E-2" "14.576000000000001" "2.0499999999999998" 30.581 "1.754" "2.0129999999999999" "7.6999999999999999E-2" "0.28599999999999998" "2.1000000000000001E-2" "15.214" "1.1220000000000001" "2024" "24_QM_C_259CL" "CL"
"428" "C" "260CL" "26.265000000000001" "5.4480000000000004" "2.25" "9.1999999999999998E-2" "0.42" "8.1000000000000003E-2" "11.738" "2.7559999999999998" 33.147 "2.069" "1.9419999999999999" "3.4000000000000002E-2" "0.26400000000000001" "8.9999999999999993E-3" "17.076000000000001" "1.2170000000000001" "2024" "24_QM_C_260CL" "CL"
"429" "C" "267QI" "32.286000000000001" "4.1980000000000004" "2.0139999999999998" "4.8000000000000001E-2" "0.30399999999999999" "0.106" "16.026" "2.0289999999999999" 34.082 "3.2719999999999998" "2.04" "4.3999999999999997E-2" "0.25700000000000001" "2.5000000000000001E-2" "16.686" "1.2949999999999999" "2024" "24_QM_C_267QI" "QI"
"430" "C" "268CL" "30.937999999999999" "1.5029999999999999" "2.16" "3.5000000000000003E-2" "0.377" "7.0999999999999994E-2" "14.329000000000001" "0.74299999999999999" 34.525 "2.3610000000000002" "1.9" "7.0000000000000001E-3" "0.24199999999999999" "1.2E-2" "18.169" "1.1990000000000001" "2024" "24_QM_C_268CL" "CL"
"431" "C" "269CL" "27.937000000000001" "3.1240000000000001" "2.113" "0.123" "0.40600000000000003" "8.2000000000000003E-2" "13.273999999999999" "1.8069999999999999" 38.951 "3.9670000000000001" "1.9490000000000001" "2.1000000000000001E-2" "0.25800000000000001" "1.9E-2" "19.995000000000001" "2.1179999999999999" "2024" "24_QM_C_269CL" "CL"
"432" "C" "271CL" "32.396000000000001" "1.3380000000000001" "2.173" "0.128" "0.26700000000000002" "1.7000000000000001E-2" "14.958" "1.256" 35.079 "2.6970000000000001" "1.978" "5.3999999999999999E-2" "0.26600000000000001" "4.2999999999999997E-2" "17.728999999999999" "1.204" "2024" "24_QM_C_271CL" "CL"
"433" "B" "273CL" NA NA NA NA NA NA NA NA 34.091 "3.738" "1.88" "4.1000000000000002E-2" "0.28399999999999997" "2.5000000000000001E-2" "18.125" "1.804" "2024" "24_QM_B_273CL" "CL"
"434" "B" "274CL" "26.878" "2.0950000000000002" "2.238" "8.4000000000000005E-2" "0.32900000000000001" "3.3000000000000002E-2" "12.038" "1.3129999999999999" 34.556 "2.3730000000000002" "1.9239999999999999" "1.7999999999999999E-2" "0.26300000000000001" "1.2999999999999999E-2" "17.954999999999998" "1.1479999999999999" "2024" "24_QM_B_274CL" "CL"
"435" "B" "279CL" "33.216999999999999" "2.552" "2.1459999999999901" "0.151" "0.28999999999999898" "2.3E-2" "15.5329999999999" "1.5760000000000001" 31.629 "3.8" "1.93" "1.7999999999999901E-2" "0.253" "2.1999999999999902E-2" "16.396999999999899" "2.0329999999999901" "2024" "24_QM_B_279CL" "CL"
"436" "B" "289CL" "34.040999999999997" "2.1520000000000001" "2.0630000000000002" "0.13700000000000001" "0.29499999999999899" "3.2000000000000001E-2" "16.509" "0.46700000000000003" 36.388 "1.101" "1.883" "4.9000000000000002E-2" "0.245" "1.2999999999999901E-2" "19.332999999999899" "0.58699999999999897" "2024" "24_QM_B_289CL" "CL"
"437" "B" "292CL" "30.902999999999999" "2.927" "2.1280000000000001" "0.05" "0.37" "2.5999999999999999E-2" "14.516" "1.2989999999999999" 34.298 "2.7650000000000001" "1.875" "1.7999999999999999E-2" "0.254" "1.4999999999999999E-2" "18.303000000000001" "1.64" "2024" "24_QM_B_292CL" "CL"
"438" "B" "301CL" "37.774999999999999" "7.4039999999999999" "2.0790000000000002" "0.28399999999999997" "0.29799999999999999" "2.7E-2" "18.5" "4.5259999999999998" 42.7 "4.0199999999999996" "1.9470000000000001" "0.16400000000000001" "0.26" "3.1E-2" "21.978999999999999" "1.9790000000000001" "2024" "24_QM_B_301CL" "CL"
"439" "A" "31CL" "26.681000000000001" "8.7490000000000006" "2.2909999999999902" "0.105" "0.34100000000000003" "7.9000000000000001E-2" "11.7639999999999" "4.1950000000000003" 38.176 "5.9379999999999997" "1.895" "9.5000000000000001E-2" "0.23200000000000001" "4.2999999999999899E-2" "20.224" "3.5859999999999901" "2024" "24_QM_A_31CL" "CL"
"440" "B" "336QI" "22.876000000000001" "2.883" "1.9670000000000001" "7.1999999999999995E-2" "0.47799999999999998" "4.7E-2" "11.617000000000001" "1.2669999999999999" 26.198 "2.4750000000000001" "2.0419999999999998" "2.5999999999999999E-2" "0.28499999999999998" "0.02" "12.821" "1.0900000000000001" "2024" "24_QM_B_336QI" "QI"
"441" "B" "337CL" "31.117999999999999" "4.5199999999999996" "2.0630000000000002" "7.9000000000000001E-2" "0.33400000000000002" "2.5000000000000001E-2" "15.138999999999999" "2.5449999999999999" 31.685 "2.0499999999999998" "1.895" "0.04" "0.26300000000000001" "1.4E-2" "16.738" "1.286" "2024" "24_QM_B_337CL" "CL"
"442" "C" "341QI" "31.667999999999999" "2.2360000000000002" "2.0609999999999999" "2.5999999999999999E-2" "0.33300000000000002" "2.4E-2" "15.362" "0.93600000000000005" 21.469 "5.1420000000000003" "2.1160000000000001" "3.7999999999999999E-2" "0.34399999999999997" "0.05" "10.166" "2.5670000000000002" "2024" "24_QM_C_341QI" "QI"
"443" "C" "342QI" "36.844999999999999" "2.21" "2.06" "2.3E-2" "0.21099999999999999" "6.0000000000000001E-3" "17.882999999999999" "1.0840000000000001" NA NA NA NA NA NA NA NA "2024" "24_QM_C_342QI" "QI"
"444" "C" "350CL" "23.209" "6.6539999999999999" "2.0550000000000002" "0.58799999999999997" "0.33300000000000002" "7.8E-2" "12.329000000000001" "5.7750000000000004" 35.067 "1.79" "1.915" "2.4E-2" "0.23599999999999999" "1.2E-2" "18.317" "0.98799999999999999" "2024" "24_QM_C_350CL" "CL"
"445" "C" "352CL" "26.091999999999999" "13.191000000000001" "1.946" "0.129" "0.35499999999999998" "0.08" "13.239000000000001" "6.62" 37.006 "1.917" "1.9750000000000001" "2.5999999999999999E-2" "0.25600000000000001" "8.9999999999999993E-3" "18.745000000000001" "1.149" "2024" "24_QM_C_352CL" "CL"
"446" "C" "358CL" "23.152000000000001" "1.722" "2.2050000000000001" "0.121" "0.437" "3.1E-2" "10.492000000000001" "0.20499999999999999" 35.137 "3.3460000000000001" "1.8979999999999999" "2.1000000000000001E-2" "0.25700000000000001" "1.0999999999999999E-2" "18.515000000000001" "1.7450000000000001" "2024" "24_QM_C_358CL" "CL"
"447" "C" "360QI" "27.745000000000001" "4.2380000000000004" "2.133" "3.4000000000000002E-2" "0.26500000000000001" "2.9000000000000001E-2" "12.994" "1.8759999999999999" 25.793 "3.4820000000000002" "2.0979999999999999" "4.7E-2" "0.28299999999999997" "4.2000000000000003E-2" "12.292999999999999" "1.585" "2024" "24_QM_C_360QI" "QI"
"448" "C" "362CL" "27.757999999999999" "5.0890000000000004" "2.2290000000000001" "0.125" "0.39200000000000002" "2.1999999999999999E-2" "12.457000000000001" "2.161" 33.701 "1.752" "1.9490000000000001" "3.1E-2" "0.26600000000000001" "8.0000000000000002E-3" "17.286999999999999" "0.71499999999999997" "2024" "24_QM_C_362CL" "CL"
"449" "A" "37QIBIS" "33.31" "2.4409999999999998" "1.998" "7.0000000000000007E-2" "0.22700000000000001" "2.7E-2" "16.658000000000001" "0.70599999999999896" NA NA NA NA NA NA NA NA "2024" "24_QM_A_37QIBIS" "QI"
"450" "A" "39QI" "30.263000000000002" "3.2029999999999998" "1.964" "6.8000000000000005E-2" "0.23" "0.02" "15.422000000000001" "1.7090000000000001" NA NA NA NA NA NA NA NA "2024" "24_QM_A_39QI" "QI"
"451" "A" "3CL" "35.341999999999999" "2.9449999999999998" "1.986" "0.114" "0.29899999999999899" "1.6E-2" "18.18" "1.7470000000000001" 33.051 "1.099" "NaN" "NaN" "NaN" "NaN" "NaN" "NaN" "2024" "24_QM_A_3CL" "CL"
"452" "A" "40CL" "27.364999999999998" "3.8279999999999998" "2.0070000000000001" "0.01" "0.375" "4.39999999999999E-2" "13.638" "1.9750000000000001" 32.146 "1.581" "1.85" "2.1000000000000001E-2" "0.255" "1.4E-2" "17.379000000000001" "0.82299999999999895" "2024" "24_QM_A_40CL" "CL"
"453" "C" "417QI" "32.356999999999999" "2.4569999999999999" "2.0529999999999999" "6.7000000000000004E-2" "0.32600000000000001" "4.3999999999999997E-2" "15.789" "1.466" 15.164 "3.2549999999999999" "2.044" "0.18" "0.42099999999999999" "6.2E-2" "7.4749999999999996" "1.7170000000000001" "2024" "24_QM_C_417QI" "QI"
"454" "C" "418QI" "26.896000000000001" "2.4180000000000001" "2.1" "4.2999999999999997E-2" "0.36499999999999999" "3.7999999999999999E-2" "12.815" "1.208" 25.292 "7.0640000000000001" "2.13" "6.8000000000000005E-2" "0.32700000000000001" "6.8000000000000005E-2" "11.955" "3.552" "2024" "24_QM_C_418QI" "QI"
"455" "C" "419QI" "22.0532" "7.2027360912364404" "2.0851999999999999" "0.13287475305715499" "0.45519999999999999" "3.0540137524248299E-2" "10.448" "3.0914592023832399" 26.121 "14.522" "1.9" "0.35699999999999998" "0.36" "4.8000000000000001E-2" "12.887" "6.351" "2024" "24_QM_C_419QI" "QI"
