"site","habitat","treatment","sampling_unit","indice","valor"
"toledo","forest","hyper","T17_1","delta_simpson",5.46799313081068
"toledo","forest","hyper","T17_2","delta_abundancia",-13
"toledo","forest","hyper","T17_2","delta_riqueza",-4
"toledo","forest","hyper","T17_2","delta_shannon",-1.00112499768217
"toledo","forest","hyper","T17_2","delta_simpson",0.477509293680297
"toledo","forest","hyper","T17_3","delta_abundancia",-23
"toledo","forest","hyper","T17_3","delta_riqueza",-5
"toledo","forest","hyper","T17_3","delta_shannon",-2.45991155473483
"toledo","forest","hyper","T17_3","delta_simpson",-1.63045851528384
"toledo","forest","hyper","T19_1","delta_abundancia",-12
"toledo","forest","hyper","T19_1","delta_riqueza",-2
"toledo","forest","hyper","T19_1","delta_shannon",-0.987926284628154
"toledo","forest","hyper","T19_1","delta_simpson",-0.609523809523809
"toledo","forest","hyper","T19_2","delta_abundancia",14
"toledo","forest","hyper","T19_2","delta_riqueza",3
"toledo","forest","hyper","T19_2","delta_shannon",1.76112394331948
"toledo","forest","hyper","T19_2","delta_simpson",1.39072847682119
"toledo","forest","hyper","T19_3","delta_abundancia",-9
"toledo","forest","hyper","T19_3","delta_riqueza",0
"toledo","forest","hyper","T19_3","delta_shannon",-0.511368918824175
"toledo","forest","hyper","T19_3","delta_simpson",-0.659597315436242
"toledo","forest","hyper","T20_1","delta_abundancia",1
"toledo","forest","hyper","T20_1","delta_riqueza",1
"toledo","forest","hyper","T20_1","delta_shannon",0.88988157484231
"toledo","forest","hyper","T20_1","delta_simpson",0.8
"toledo","forest","hyper","T20_2","delta_abundancia",4
"toledo","forest","hyper","T20_2","delta_riqueza",3
"toledo","forest","hyper","T20_2","delta_shannon",2.17003282492367
"toledo","forest","hyper","T20_2","delta_simpson",1.57894736842105
"toledo","forest","hyper","T20_3","delta_abundancia",4
"toledo","forest","hyper","T20_3","delta_riqueza",4
"toledo","forest","hyper","T20_3","delta_shannon",3.51174141629821
"toledo","forest","hyper","T20_3","delta_simpson",2.98412698412698
"toledo","forest","hyper","T66_1","delta_abundancia",-1
"toledo","forest","hyper","T66_1","delta_riqueza",0
"toledo","forest","hyper","T66_1","delta_shannon",0
"toledo","forest","hyper","T66_1","delta_simpson",0
"toledo","forest","hyper","T66_2","delta_abundancia",-4
"toledo","forest","hyper","T66_2","delta_riqueza",-1
"toledo","forest","hyper","T66_2","delta_shannon",-0.818968511653173
"toledo","forest","hyper","T66_2","delta_simpson",-0.689655172413793
"toledo","forest","hyper","T66_3","delta_abundancia",-10
"toledo","forest","hyper","T66_3","delta_riqueza",-4
"toledo","forest","hyper","T66_3","delta_shannon",-3.33939062525723
"toledo","forest","hyper","T66_3","delta_simpson",-2.78947368421053
"toledo","scrub","control","T51_1","delta_abundancia",53
"toledo","scrub","control","T51_1","delta_riqueza",11
"toledo","scrub","control","T51_1","delta_shannon",6.06136662446388
